iter	RMSE
1514	0.6080723812
1515	0.6080404105
1516	0.6079417468
1517	0.6078864528
1518	0.6078204443
1519	0.6077474442
1520	0.6076999139
1521	0.6076279105
1522	0.6075435784
1523	0.607434599
1524	0.6073315858
1525	0.6072575571
1526	0.6072176894
1527	0.6071370937
1528	0.6070121656
1529	0.6069382803
1530	0.6068598573
1531	0.6068018612
1532	0.6067088183
1533	0.6066621749
1534	0.6065623851
1535	0.6065299183
1536	0.6065032294
1537	0.6064164746
1538	0.6063393724
1539	0.6062167574
1540	0.6061617273
1541	0.6061082334
1542	0.6060526125
1543	0.605901979
1544	0.6057929767
1545	0.6057325445
1546	0.6056374358
1547	0.6056055856
1548	0.6055087159
1549	0.6054403773
1550	0.6053481524
1551	0.6052929228
1552	0.6052064268
1553	0.6050264771
1554	0.6049536274
1555	0.6049188792
1556	0.6048697884
1557	0.6048134029
1558	0.6047088011
1559	0.6047045812
1560	0.6046711551
1561	0.6046037533
1562	0.6045597309
1563	0.6045485164
1564	0.6045130037
1565	0.6043957551
1566	0.6043747373
1567	0.6043003663
1568	0.604275576
1569	0.6042123515
1570	0.6041700179
1571	0.6040996516
1572	0.6039797531
1573	0.603871782
1574	0.6038406639
1575	0.6037830974
1576	0.6037368896
1577	0.6036746358
1578	0.6036610907
1579	0.6036253374
1580	0.6034914939
1581	0.6033979144
1582	0.6033437919
1583	0.6033002022
1584	0.6032262
1585	0.6031714649
1586	0.6031090285
1587	0.603040117
1588	0.6030076289
1589	0.6028809269
1590	0.6028371673
1591	0.6027593999
1592	0.602702272
1593	0.6026285374
1594	0.6025455244
1595	0.6023906759
1596	0.6022989839
1597	0.6022768544
1598	0.6022127018
1599	0.6021673837
1600	0.6021302633
1601	0.6020838156
1602	0.6019722274
1603	0.6018906436
1604	0.6018831809
1605	0.6018293389
1606	0.6017891982
1607	0.6017345198
1608	0.6016531005
1609	0.6015871732
1610	0.6015310265
1611	0.601474991
1612	0.6014179252
1613	0.6013657716
1614	0.6013205204
1615	0.601269049
1616	0.6012152336
1617	0.6011604178
1618	0.6011025981
1619	0.6010764196
1620	0.6010057268
1621	0.6009458899
1622	0.6008870222
1623	0.6008450719
1624	0.6008204259
1625	0.600732643
1626	0.6006952602
1627	0.6006557467
1628	0.6006266562
1629	0.6005886362
1630	0.6005560281
1631	0.6004768624
1632	0.6004055698
1633	0.6003149704
1634	0.6002809295
1635	0.600201472
1636	0.6001367087
1637	0.6000436118
1638	0.5999675998
1639	0.5999251872
1640	0.5998738864
1641	0.5997961328
1642	0.5996892238
1643	0.5996120666
1644	0.5995777907
1645	0.5994728455
1646	0.5994365102
1647	0.5994107505
1648	0.5993776348
1649	0.5993055402
1650	0.5992834204
1651	0.599245301
1652	0.5991695124
1653	0.5990551714
1654	0.5989890289
1655	0.598927429
1656	0.5989253343
1657	0.5988909805
1658	0.5988183011
1659	0.5987270809
1660	0.5987095707
1661	0.5986793655
1662	0.5986400278
1663	0.5985699786
1664	0.5985211889
1665	0.5984645466
1666	0.5984291285
1667	0.5983751597
1668	0.5983086299
1669	0.5982761305
1670	0.598212517
1671	0.5981788796
1672	0.5981193964
1673	0.5980881284
1674	0.5980187604
1675	0.5979642385
1676	0.5979077512
1677	0.5978227653
1678	0.5977295848
1679	0.5976640777
1680	0.597623057
1681	0.5975988725
1682	0.5974262322
1683	0.5973289597
1684	0.5972819784
1685	0.5971432284
1686	0.5971394445
1687	0.5970544237
1688	0.5969960486
1689	0.5969366025
1690	0.5968421504
1691	0.596806785
1692	0.5967575262
1693	0.5967363959
1694	0.5966805694
1695	0.5966417207
1696	0.5965851037
1697	0.596483979
1698	0.5964474863
1699	0.5962979604
1700	0.5961568545
1701	0.596103715
1702	0.595995409
1703	0.5958986179
1704	0.5958311708
1705	0.5957348877
1706	0.5956369168
1707	0.595621014
1708	0.5955703526
1709	0.5955354905
1710	0.5954779968
1711	0.5954288457
1712	0.5953903851
1713	0.5953826001
1714	0.5953250869
1715	0.595271173
1716	0.5952020672
1717	0.5950948756
1718	0.5950283985
1719	0.5949230995
1720	0.5948660715
1721	0.5948389167
1722	0.5947824195
1723	0.594722475
1724	0.5946212981
1725	0.5945393509
1726	0.5944738234
1727	0.5943950282
1728	0.5943261662
1729	0.5943025835
1730	0.5942756877
1731	0.5942454209
1732	0.5941538248
1733	0.5941076004
1734	0.5940648711
1735	0.5940265851
1736	0.5939304083
1737	0.5938685183
1738	0.5937927205
1739	0.5937361315
1740	0.5936917517
1741	0.593653957
1742	0.5935937362
1743	0.5935341879
1744	0.5934686624
1745	0.5934067481
1746	0.5933296862
1747	0.5932121528
1748	0.5931564054
1749	0.5930564075
1750	0.5930119517
1751	0.5929656585
1752	0.5929256248
1753	0.5928321479
1754	0.5926965172
1755	0.5925972391
1756	0.5925441334
1757	0.592475945
1758	0.5924298935
1759	0.5923641915
1760	0.592295417
1761	0.5922145321
1762	0.59214472
1763	0.5920878881
1764	0.5920386703
1765	0.5919525376
1766	0.5918893632
1767	0.5918495766
1768	0.5918373004
1769	0.5918179276
1770	0.5916892505
1771	0.5915878243
1772	0.5915471859
1773	0.5914777162
1774	0.5914420387
1775	0.5914070443
1776	0.5913755844
1777	0.5913238138
1778	0.5912741894
1779	0.5912147279
1780	0.5912010234
1781	0.5911068675
1782	0.5910844231
1783	0.5910201945
1784	0.5909713485
1785	0.5909438913
1786	0.5908757119
1787	0.5908356644
1788	0.5907847436
1789	0.5907727494
1790	0.5906648667
1791	0.5906154344
1792	0.5905109619
1793	0.5904210934
1794	0.5903640228
1795	0.5903092111
1796	0.5902691588
1797	0.5901735426
1798	0.5901464096
1799	0.5900726306
1800	0.5900403209
1801	0.5899745872
1802	0.5899340582
1803	0.5898887269
1804	0.5898302977
1805	0.5897637147
1806	0.5896574547
1807	0.5895790717
1808	0.5894580011
1809	0.5893750481
1810	0.5893465859
1811	0.5892624922
1812	0.5892240965
1813	0.5891426477
1814	0.589101156
1815	0.5890797018
1816	0.5890266899
1817	0.5889469696
1818	0.5888388954
1819	0.5888040675
1820	0.5887446409
1821	0.5887194734
1822	0.5886965573
1823	0.5886426153
1824	0.5885743171
1825	0.5885546565
1826	0.5884856827
1827	0.588396794
1828	0.5883622939
1829	0.588329046
1830	0.5882947298
1831	0.5882175107
1832	0.5881531209
1833	0.58810446
1834	0.5880804052
1835	0.5879686901
1836	0.587920968
1837	0.5878343575
1838	0.587775831
1839	0.5876935714
1840	0.5876662312
1841	0.5875942631
1842	0.5875546284
1843	0.587526988
1844	0.5874721065
1845	0.587422845
1846	0.5873817988
1847	0.5873572675
1848	0.5872908808
1849	0.5872405135
1850	0.5871697403
1851	0.587155199
1852	0.5870998829
1853	0.5870020264
1854	0.5869446169
1855	0.5868611274
1856	0.5868215539
1857	0.58674567
1858	0.5867083668
1859	0.5866387739
1860	0.5865937322
1861	0.5865728556
1862	0.5865010036
1863	0.5864756695
1864	0.5864157226
1865	0.5863644079
1866	0.5863530237
1867	0.5863088655
1868	0.586208592
1869	0.5861480523
1870	0.586104486
1871	0.5860556508
1872	0.5859837387
1873	0.5859423448
1874	0.5859051833
1875	0.5858298885
1876	0.5857682033
1877	0.5856649963
1878	0.5856226515
1879	0.58559095
1880	0.5855855579
1881	0.5855538576
1882	0.5855116458
1883	0.5854657995
1884	0.5854387607
1885	0.5853006485
1886	0.5852143046
1887	0.585191402
1888	0.5851209049
1889	0.5850524362
1890	0.5849702035
1891	0.5849158512
1892	0.5848655336
1893	0.5847801275
1894	0.5847597151
1895	0.5846238752
1896	0.5845525066
1897	0.5845119727
1898	0.5844460919
1899	0.5843819806
1900	0.5843385508
1901	0.584332274
1902	0.5843261106
1903	0.5842986197
1904	0.584239725
1905	0.5841806811
1906	0.5841051475
1907	0.5840487801
1908	0.5840030093
1909	0.5839374389
1910	0.583907645
1911	0.5838847621
1912	0.5838478745
1913	0.5837892748
1914	0.583744767
1915	0.5837003546
1916	0.5836507489
1917	0.5835913544
1918	0.583509873
1919	0.5834201614
1920	0.5833778929
1921	0.5833525738
1922	0.583331707
1923	0.5832939877
1924	0.583256178
1925	0.5832063972
1926	0.5831408014
1927	0.5830781367
1928	0.5830272259
1929	0.582932138
1930	0.5828699183
1931	0.5828229042
1932	0.5827724249
1933	0.5827265924
1934	0.5826920325
1935	0.5826667916
1936	0.5826467431
1937	0.5825801035
1938	0.5825355237
1939	0.5824960746
1940	0.5824510784
1941	0.5824095596
1942	0.5823200191
1943	0.5822386165
1944	0.5822276814
1945	0.5821544824
1946	0.5821176919
1947	0.582058393
1948	0.5820211319
1949	0.5819514096
1950	0.5819053769
1951	0.581868795
1952	0.5818638754
1953	0.581827298
1954	0.581770869
1955	0.5817241229
1956	0.5816519536
1957	0.5816141127
1958	0.5815056943
1959	0.5814213882
1960	0.5813164553
1961	0.5811960173
1962	0.5811227276
1963	0.5810973867
1964	0.5810461992
1965	0.5809907872
1966	0.5809621542
1967	0.5809131152
1968	0.5808405789
1969	0.5807656258
1970	0.580719928
1971	0.5806549078
1972	0.5805732915
1973	0.5804926308
1974	0.580432415
1975	0.5804081636
1976	0.5803179708
1977	0.5802814772
1978	0.580266423
1979	0.5801408022
1980	0.5801117216
1981	0.5800639873
1982	0.5800251589
1983	0.5800015063
1984	0.5799387906
1985	0.5798931397
1986	0.5797649166
1987	0.579729894
1988	0.5796940756
1989	0.5796219068
1990	0.5795874402
1991	0.5795045305
1992	0.5794535506
1993	0.5794285677
1994	0.5793883423
1995	0.5793023122
1996	0.5792611555
1997	0.5791938792
1998	0.5791650456
1999	0.5791134916
