iter	RMSE
189	0.7255598418
190	0.7254622962
191	0.7253773079
192	0.7251575166
193	0.7251045583
194	0.7250058462
195	0.7248120535
196	0.7246847538
197	0.7246824945
198	0.7245712058
199	0.7244194548
200	0.7242170594
201	0.7238188062
202	0.7236916304
203	0.7235704111
204	0.7234523906
205	0.7232935591
206	0.7231427889
207	0.7229727159
208	0.7228441952
209	0.7226718927
210	0.7225523281
211	0.722433741
212	0.7223469814
213	0.7222283024
214	0.7220920391
215	0.7219590749
216	0.7217806937
217	0.721661591
218	0.7215870177
219	0.7214061618
220	0.7210324734
221	0.7207981072
222	0.7206551533
223	0.720518354
224	0.7204449802
225	0.7201796929
226	0.7200609543
227	0.7199566641
228	0.7197733557
229	0.7196244068
230	0.719447086
231	0.7192257014
232	0.7191869255
233	0.7190327906
234	0.7189277575
235	0.7188317393
236	0.7186889594
237	0.7185730111
238	0.7184273053
239	0.7183180392
240	0.7182499369
241	0.7181208746
242	0.7180249161
243	0.7178846746
244	0.7177970448
245	0.71769488
246	0.7175337752
247	0.7174670183
248	0.7174094276
249	0.7173347049
250	0.7171954663
251	0.7170936401
252	0.716945344
253	0.7168801205
254	0.7168271457
255	0.7165495591
256	0.7164613089
257	0.7163703713
258	0.7162934153
259	0.7161721123
260	0.7161109237
261	0.7159278197
262	0.7157748012
263	0.715622459
264	0.7154378893
265	0.7153465691
266	0.7151034118
267	0.7150289757
268	0.7149460099
269	0.7148050763
270	0.7146059312
271	0.7144978382
272	0.7144309862
273	0.7142270957
274	0.7140995314
275	0.71387248
276	0.7137455863
277	0.7136844731
278	0.7136028765
279	0.7134244324
280	0.7132648214
281	0.7131726725
282	0.7129910135
283	0.7129283908
284	0.712738642
285	0.7126430888
286	0.71255951
287	0.7124703365
288	0.7123682779
289	0.712182243
290	0.7120180563
291	0.7119464103
292	0.7118686691
293	0.7117014303
294	0.7116190632
295	0.7115019753
296	0.7113318712
297	0.7112303472
298	0.7111062626
299	0.7109373981
300	0.7108581765
301	0.7106785719
302	0.7104721791
303	0.7103857489
304	0.7102843779
305	0.7100451088
306	0.7098855984
307	0.7097596995
308	0.7095818421
309	0.7094498131
310	0.7093801371
311	0.7092871146
312	0.7090487774
313	0.7089947938
314	0.7089016165
315	0.7087228204
316	0.7086844913
317	0.7085547985
318	0.7084027356
319	0.7082744389
320	0.708211499
321	0.7081342272
322	0.7080259415
323	0.7078907118
324	0.7077427747
325	0.7076306854
326	0.7074713437
327	0.7072923678
328	0.7072260785
329	0.7069996809
330	0.7069120969
331	0.7068201579
332	0.7066366849
333	0.7065758995
334	0.7064136303
335	0.706307642
336	0.7061694266
337	0.706020596
338	0.705931782
339	0.7058322676
340	0.7057647553
341	0.7057058155
342	0.7055886234
343	0.7052964012
344	0.7051092282
345	0.7049245395
346	0.7047890615
347	0.7046429466
348	0.7045587671
349	0.7044136796
350	0.7043649361
351	0.704242038
352	0.7040952944
353	0.7040161457
354	0.7038738908
355	0.7038247997
356	0.7037019099
357	0.7036168689
358	0.7034625754
359	0.7033854548
360	0.7032753747
361	0.7030502785
362	0.7028635995
363	0.7027494758
364	0.7026618462
365	0.7024591845
366	0.7023715302
367	0.7022059821
368	0.7020504965
369	0.7019359172
370	0.7017944087
371	0.7016533279
372	0.7015914443
373	0.7015186803
374	0.701331214
375	0.7012736464
376	0.701162534
377	0.7009917833
378	0.7008857167
379	0.7007158869
380	0.7006224665
381	0.7005400632
382	0.7004356612
383	0.7002982362
384	0.7001432117
385	0.6999709895
386	0.6999486577
387	0.6998956842
388	0.6998473363
389	0.6997252921
390	0.6995702944
391	0.6994179534
392	0.699296863
393	0.6992418516
394	0.6991659126
395	0.6990973463
396	0.6988592404
397	0.6987206249
398	0.6986274015
399	0.6984861505
400	0.6984071119
401	0.6983508622
402	0.6981478555
403	0.6981105301
404	0.6980682673
405	0.6980133099
406	0.6979065819
407	0.6977470386
408	0.6976747678
409	0.6975968457
410	0.6975291527
411	0.6974360143
412	0.6972678957
413	0.6971597609
414	0.697003872
415	0.6968074615
416	0.6966554631
417	0.6965382332
418	0.696488207
419	0.6964322747
420	0.6962716875
421	0.6960442532
422	0.695949886
423	0.6958628631
424	0.6957192966
425	0.6955693324
426	0.6954242816
427	0.6952757381
428	0.6950994484
429	0.6949790711
430	0.6946961038
431	0.6946312878
432	0.6945411389
433	0.6944540738
434	0.6942734087
435	0.6942095333
436	0.6940701589
437	0.6939636953
438	0.6939038374
439	0.6938773119
440	0.6938078382
441	0.6936260071
442	0.6935467075
443	0.6934615686
444	0.6933817063
445	0.6933367874
446	0.6932653246
447	0.6931965437
448	0.6931203875
449	0.6930442144
450	0.6929510528
451	0.692893789
452	0.69286754
453	0.6928089935
454	0.6926936705
455	0.6925683554
456	0.6925284188
457	0.6924527847
458	0.6923160524
459	0.6922596155
460	0.6921668098
461	0.6920796206
462	0.6920189551
463	0.6919248752
464	0.6918507916
465	0.6917305971
466	0.6916845568
467	0.6915901749
468	0.6914867038
469	0.691355563
470	0.6912289632
471	0.6911954453
472	0.6909196371
473	0.6908398765
474	0.6907754762
475	0.6907036798
476	0.69056972
477	0.6903806567
478	0.6902494812
479	0.6900418838
480	0.689975628
481	0.6897911455
482	0.6897151734
483	0.6896746286
484	0.6896003975
485	0.689472954
486	0.6893571448
487	0.6891775575
488	0.6890524145
489	0.6888969906
490	0.68877168
491	0.6886324857
492	0.6884886663
493	0.6884496577
494	0.6883142416
495	0.6882483992
496	0.6881432435
497	0.688051952
498	0.687889086
499	0.6878111068
500	0.6877125936
501	0.6876400845
502	0.6875167605
503	0.6874309524
504	0.6873220303
505	0.6872797185
506	0.6871816065
507	0.6870735553
508	0.6869664125
509	0.68692402
510	0.686750615
511	0.6866391462
512	0.6865454743
513	0.6864364757
514	0.6863200849
515	0.686227021
516	0.6861481879
517	0.6860901233
518	0.6860336294
519	0.6858984579
520	0.6858295424
521	0.6857125645
522	0.6855726666
523	0.685470206
524	0.6852639656
525	0.6851132622
526	0.6850352961
527	0.6849434321
528	0.6848871412
529	0.6847670931
530	0.684685546
531	0.6845447272
532	0.6844105996
533	0.6843438367
534	0.6842719125
535	0.6842054372
536	0.6840386048
537	0.6839461246
538	0.6838589127
539	0.6838232901
540	0.683764112
541	0.683688063
542	0.6835149702
543	0.6833424102
544	0.6831897485
545	0.6829886984
546	0.6828182083
547	0.68269352
548	0.6825768001
549	0.6824734991
550	0.6823309742
551	0.6821429912
552	0.6820246855
553	0.6819129752
554	0.6817611575
555	0.6816757992
556	0.6815279553
557	0.6814106958
558	0.6813098066
559	0.6812326711
560	0.6809894157
561	0.680921854
562	0.680890878
563	0.6807778597
564	0.6807151214
565	0.6805799961
566	0.6804993134
567	0.6803805389
568	0.6802617267
569	0.6801238387
570	0.6800717039
571	0.6800344235
572	0.6799896338
573	0.679887773
574	0.6797504257
575	0.6796847662
576	0.6796168251
577	0.6795475387
578	0.6794524388
579	0.679326659
580	0.6792396476
581	0.6791641933
582	0.6791258665
583	0.6790639127
584	0.6789919162
585	0.6788634123
586	0.6787978811
587	0.6786642452
588	0.6786170851
589	0.6785577029
590	0.678455158
591	0.6783429694
592	0.6782485307
593	0.6781827212
594	0.6780504286
595	0.6779299951
596	0.677816173
597	0.6777352641
598	0.6776791457
599	0.6775704895
600	0.6774283994
601	0.6773378625
602	0.6772530099
603	0.6771352284
604	0.6769925587
605	0.6768328298
606	0.6767136754
607	0.6765989175
608	0.6765350603
609	0.6764264748
610	0.6762339031
611	0.6761684401
612	0.676090427
613	0.6760095738
614	0.6759113383
615	0.6758461827
616	0.6757676941
617	0.6757580489
618	0.6755610675
619	0.6755134198
620	0.6754668255
621	0.6753975529
622	0.675232862
623	0.6751544734
624	0.6750525704
625	0.6749686194
626	0.6748831669
627	0.6748209993
628	0.6747432244
629	0.6746531187
630	0.6745722378
631	0.6744477467
632	0.6743726529
633	0.6742987154
634	0.6741880394
635	0.6740371673
636	0.6739837074
637	0.6738650359
638	0.673741924
639	0.6735486296
640	0.673518527
641	0.6734495896
642	0.6733205307
643	0.6732317925
644	0.673057904
645	0.6729651306
646	0.6728181109
647	0.6727080927
648	0.6726541409
649	0.6725437926
650	0.67245481
651	0.672355994
652	0.6722640306
653	0.6721503498
654	0.67202095
655	0.6719556399
656	0.6718397322
657	0.6717550175
658	0.6716832988
659	0.6715876767
660	0.6715136132
661	0.6714678933
662	0.67130237
663	0.6712280608
664	0.6711770855
665	0.6710065395
666	0.6709167684
667	0.6708000389
668	0.670748006
669	0.6706059741
670	0.6705514166
671	0.6703983338
672	0.6703160287
673	0.6702200586
674	0.6701866565
675	0.670078445
676	0.6700438627
677	0.6699856411
678	0.6698972254
679	0.6697709929
680	0.6697141896
681	0.6696060139
682	0.6695079033
683	0.6694094936
684	0.6693549962
685	0.6692876769
686	0.669159877
687	0.6690472304
688	0.6689151784
689	0.6688563009
690	0.6688183809
691	0.6686703728
692	0.6685990037
693	0.6684585127
694	0.6684304142
695	0.6683874127
696	0.6683239295
697	0.6682483715
698	0.668121357
699	0.6680576342
700	0.6679263352
701	0.6678864952
702	0.667752679
703	0.6676289502
704	0.6675700924
705	0.6674987413
706	0.6673557632
707	0.6672921293
708	0.6671662293
709	0.6671516476
710	0.6670784648
711	0.6670055507
712	0.6669199978
713	0.6668469187
714	0.6666898891
715	0.6666155995
716	0.6665717928
717	0.6665293304
718	0.6663611691
719	0.666287992
720	0.6662434635
721	0.6661450403
722	0.6660184641
723	0.6659753992
724	0.6659170331
725	0.6658507706
726	0.6657117048
727	0.6656098459
728	0.6654988245
729	0.665382822
730	0.6653031225
731	0.6652107789
732	0.6650516835
733	0.6649421369
734	0.6648508305
735	0.6647728399
736	0.6646514043
737	0.6645046479
738	0.6644556415
739	0.6643140755
740	0.6642395503
741	0.6641691317
742	0.6640869248
743	0.6639971346
744	0.6639284598
745	0.6638719675
746	0.6637488463
747	0.6636993134
748	0.6635868826
749	0.6635494885
750	0.6634975137
751	0.6634327581
752	0.663344631
753	0.6631880017
754	0.6630862502
755	0.6630017141
756	0.6628879664
757	0.6628169219
758	0.6627269855
759	0.6626694579
760	0.662531192
761	0.6624283022
762	0.6623227078
763	0.6622945237
764	0.6622392043
765	0.6621349618
766	0.6620437409
767	0.6619169167
768	0.6618804805
769	0.6617888977
770	0.6617149527
771	0.661667707
772	0.6616267516
773	0.6615724048
774	0.66150729
775	0.661442217
776	0.661365342
777	0.6612642061
778	0.6611916377
779	0.6611114436
780	0.6610593685
781	0.6609816536
782	0.6609217386
783	0.6608092148
784	0.6607130353
785	0.6606471131
786	0.6605888555
787	0.6604449889
788	0.6603834425
789	0.6603214497
790	0.660235312
791	0.6601721991
792	0.6600668995
793	0.6599812914
794	0.659899787
795	0.6597942471
796	0.6597128793
797	0.6596056892
798	0.659491782
799	0.6594129254
800	0.6593618384
801	0.6592371159
802	0.6591582227
803	0.6591257515
804	0.6590487562
805	0.6589349155
806	0.6588620382
807	0.6587289441
808	0.6586856225
809	0.6585976204
810	0.6585502822
811	0.6583828674
812	0.6583354075
813	0.6582219104
814	0.6581557854
815	0.6581188884
816	0.658023605
817	0.6579709753
818	0.6578983615
819	0.6578268515
820	0.6577587485
821	0.6576699636
822	0.6575929419
823	0.6575342594
824	0.6573937165
825	0.6573414244
826	0.6571645465
827	0.6571550541
828	0.657009145
829	0.6569561885
830	0.6569253566
831	0.6568041756
832	0.6567654803
833	0.6566179379
834	0.6564915504
835	0.6564282103
836	0.6563103998
837	0.6562583269
838	0.6562102137
839	0.6561224572
840	0.6559935271
841	0.6559295721
842	0.6558100483
843	0.6557307201
844	0.6556648073
845	0.6556257348
846	0.6555793695
847	0.6555018693
848	0.6554822547
849	0.6554224424
850	0.6553197754
851	0.655225231
852	0.6551582374
853	0.6550232178
854	0.6548899375
855	0.6547643531
856	0.654698468
857	0.6546657177
858	0.6545619542
859	0.6544883624
860	0.6543574881
861	0.6543008364
862	0.6542829164
863	0.6542137241
864	0.65414026
865	0.6540783788
866	0.6539913276
867	0.6539086111
868	0.6538395848
869	0.6537642372
870	0.6536933672
871	0.653626038
872	0.6535011607
873	0.6534242879
874	0.6533373252
875	0.6532525973
876	0.6532286587
877	0.6531398375
878	0.6530750855
879	0.652866503
880	0.6527724778
881	0.6526936325
882	0.6526421677
883	0.6525512584
884	0.6524687707
885	0.6524085179
886	0.6523203213
887	0.652235046
888	0.6521631296
889	0.6520876596
890	0.6520369372
891	0.6519569665
892	0.651858595
893	0.6516934442
894	0.6515562278
895	0.6514630627
896	0.6513703191
897	0.6512560251
898	0.651138637
899	0.6511120302
900	0.6510090412
901	0.6509322146
902	0.6508659796
903	0.6507125254
904	0.6506564737
905	0.6505163073
906	0.6504201376
907	0.6503658621
908	0.6502476946
909	0.6501683737
910	0.6500938558
911	0.6500199791
912	0.6499438537
913	0.6499053946
914	0.6497805284
915	0.6496473741
916	0.6494696008
917	0.6493785498
918	0.6493237557
919	0.6492273196
920	0.6491337142
921	0.6490473921
922	0.6489613508
923	0.6488912131
924	0.648826745
925	0.6487199639
926	0.6486193789
927	0.648540014
928	0.6483211464
929	0.6482541393
930	0.6481511505
931	0.648031248
932	0.6479963148
933	0.6479563409
934	0.6479284184
935	0.6478423041
936	0.6477362981
937	0.6476660905
938	0.6476134909
939	0.6475731195
940	0.6475215532
941	0.6474245564
942	0.6473761167
943	0.6473053731
944	0.6472077788
945	0.6470441301
946	0.6470145501
947	0.6469730962
948	0.6468762716
949	0.6468003114
950	0.6466777686
951	0.6465912492
952	0.6464809705
953	0.6464500535
954	0.6463934079
955	0.6462851734
956	0.6461818216
957	0.6461163679
958	0.646033408
959	0.6459870739
960	0.6458832259
961	0.6457374452
962	0.6456618393
963	0.6456206438
964	0.6455561591
965	0.6454817726
966	0.6453832961
967	0.6453386541
968	0.6452992927
969	0.6452423889
970	0.6452033582
971	0.6451591615
972	0.6450688307
973	0.645035971
974	0.6448901526
975	0.6448383803
976	0.6447842046
977	0.644730098
978	0.6446212578
979	0.6445754182
980	0.6444985257
981	0.6443711122
982	0.6443550434
983	0.644265913
984	0.6441843093
985	0.6440823752
986	0.6440619599
987	0.6439262395
988	0.6438535268
989	0.6437731248
990	0.6436982796
991	0.6436504595
992	0.6435952438
993	0.643499851
994	0.6434052868
995	0.6433235958
996	0.6432594372
997	0.6432312216
998	0.6431506766
999	0.6430727708
1000	0.6430384081
1001	0.6429602132
1002	0.6428943282
1003	0.6428243887
1004	0.6427407082
1005	0.6426617728
1006	0.6426247888
1007	0.6424951581
1008	0.6424387464
1009	0.6423615725
1010	0.642343917
1011	0.6422767522
1012	0.6422368362
1013	0.6421777229
1014	0.6421446654
1015	0.6420365903
1016	0.6419816122
1017	0.6419210125
1018	0.6419080341
1019	0.6417638807
1020	0.641610559
1021	0.6415378203
1022	0.6414585853
1023	0.6413615725
1024	0.6412634462
1025	0.6412364706
1026	0.6411604203
1027	0.6411361538
1028	0.6410855493
1029	0.641056919
1030	0.6409785499
1031	0.6408969285
1032	0.6407848532
1033	0.6407211519
1034	0.6406608072
1035	0.6405553239
1036	0.6404651007
1037	0.6403575417
1038	0.6402609579
1039	0.6402015728
1040	0.6401494783
1041	0.6400650157
1042	0.6400141947
1043	0.6399446896
1044	0.6399073791
1045	0.6398782844
1046	0.6398522222
1047	0.639796419
1048	0.6396556445
1049	0.6395879553
1050	0.6394999884
1051	0.6394496319
1052	0.6393745839
1053	0.639323338
1054	0.6391992014
1055	0.6391033129
1056	0.6390707595
1057	0.6390266446
1058	0.6389640658
1059	0.6389008163
1060	0.6388159877
1061	0.6387634797
1062	0.6387212251
1063	0.6386477023
1064	0.6386073851
1065	0.63855759
1066	0.6385105301
1067	0.6384312
1068	0.6382821333
1069	0.6382008744
1070	0.6381497296
1071	0.6380568522
1072	0.6379917077
1073	0.6379460248
1074	0.6378786491
1075	0.6377705094
1076	0.6376558293
1077	0.6375225857
1078	0.6374078765
1079	0.6372731614
1080	0.6372308458
1081	0.6372256091
1082	0.6371531177
1083	0.6370632678
1084	0.6369753498
1085	0.6369336236
1086	0.6368873749
1087	0.6368184308
1088	0.6367228815
1089	0.636632873
1090	0.6365475149
1091	0.6364867181
1092	0.6363985774
1093	0.6363109653
1094	0.6362565891
1095	0.6361758561
1096	0.636077392
1097	0.6360185683
1098	0.6359890563
1099	0.6358831217
1100	0.635829718
1101	0.6357528643
1102	0.6356718943
1103	0.6355508806
1104	0.6354711708
1105	0.6353584115
1106	0.6352684546
1107	0.6351796848
1108	0.6351301443
1109	0.6351003364
1110	0.6350066639
1111	0.634965453
1112	0.6349423479
1113	0.634835712
1114	0.6347645578
1115	0.6346952783
1116	0.6346585719
1117	0.6346054992
1118	0.6345267898
1119	0.6344192458
1120	0.6343139271
1121	0.634243246
1122	0.6341850784
1123	0.6340906098
1124	0.6339794535
1125	0.6338982414
1126	0.6338095773
1127	0.6337330606
1128	0.6336612269
1129	0.6335850775
1130	0.6335363644
1131	0.6334584653
1132	0.6333986157
1133	0.6333525569
1134	0.633282682
1135	0.6332020363
1136	0.6331006998
1137	0.6329845351
1138	0.6328899389
1139	0.6328002575
1140	0.632742502
1141	0.6326550711
1142	0.6326109392
1143	0.632562844
1144	0.6325017002
1145	0.632430274
1146	0.6323301767
1147	0.6322780624
1148	0.6321661402
1149	0.6321117356
1150	0.6320432229
1151	0.6319505287
1152	0.631913618
1153	0.6318430082
1154	0.6317721169
1155	0.6317120441
1156	0.6316780163
1157	0.6316209205
1158	0.6315164313
1159	0.6314591887
1160	0.6314169409
1161	0.631340135
1162	0.6312951162
1163	0.6312288942
1164	0.6312257278
1165	0.6311495042
1166	0.6310962266
1167	0.6310703413
1168	0.6310511691
1169	0.630965151
1170	0.6309412852
1171	0.6309031776
1172	0.6308391833
1173	0.6308105414
1174	0.6307414756
1175	0.6306433079
1176	0.630586864
1177	0.6304931801
1178	0.6302812225
1179	0.6302567926
1180	0.6301633713
1181	0.6300853872
1182	0.6300428272
1183	0.63001583
1184	0.6299160233
1185	0.6298705118
1186	0.6298169323
1187	0.6297300019
1188	0.6296310097
1189	0.6295809893
1190	0.629512587
1191	0.6294208247
1192	0.6292927861
1193	0.6292611367
1194	0.6292225847
1195	0.6291935638
1196	0.629113219
1197	0.6290189609
1198	0.6289571069
1199	0.6289296716
1200	0.6288639947
1201	0.6287504139
1202	0.6286945369
1203	0.6286481037
1204	0.628496125
1205	0.6284452979
1206	0.6283664386
1207	0.6283277568
1208	0.6283060109
1209	0.6282300201
1210	0.6281425134
1211	0.6280724842
1212	0.6279940415
1213	0.6279412879
1214	0.6278662363
1215	0.6278003426
1216	0.6277486192
1217	0.627665706
1218	0.627518639
1219	0.6274467178
1220	0.6273992407
1221	0.6273185229
1222	0.6272990726
1223	0.6271929716
1224	0.6271558536
1225	0.6270999262
1226	0.6270383847
1227	0.6269092685
1228	0.6268572799
1229	0.626808854
1230	0.6266837974
1231	0.6266169505
1232	0.6265636342
1233	0.6265201094
1234	0.6264507542
1235	0.6263854804
1236	0.6263192596
1237	0.6262821069
1238	0.6262322645
1239	0.6262103109
1240	0.6261724503
1241	0.6260963708
1242	0.6260612219
1243	0.6260023876
1244	0.6258289288
1245	0.6257047617
1246	0.6256264441
1247	0.6255789098
1248	0.6255388517
1249	0.6254844589
1250	0.6254539642
1251	0.6253621268
1252	0.6252259709
1253	0.6251526628
1254	0.6251063518
1255	0.6250616011
1256	0.6249768033
1257	0.6249210811
1258	0.6248399199
1259	0.6248116378
1260	0.6247557853
1261	0.6246895315
1262	0.6246233869
1263	0.6245428092
1264	0.6244364799
1265	0.6243929221
1266	0.6243256973
1267	0.6242512006
1268	0.6241641587
1269	0.6240966602
1270	0.6239561287
1271	0.6238845536
1272	0.6238437864
1273	0.6237238674
1274	0.6236880378
1275	0.623644892
1276	0.6236266488
1277	0.623513385
1278	0.6234821168
1279	0.6234227503
1280	0.6232961521
1281	0.6232097495
1282	0.6231516316
1283	0.6230939724
1284	0.6230063752
1285	0.6229784552
1286	0.6229063487
1287	0.6228817178
1288	0.6227740408
1289	0.6227339465
1290	0.6226242931
1291	0.6225364755
1292	0.6224837346
1293	0.6224296948
1294	0.62236351
1295	0.6223037527
1296	0.6221908814
1297	0.6221158597
1298	0.6220414467
1299	0.621980237
1300	0.6218971472
1301	0.6218338656
1302	0.6217852333
1303	0.6217040173
1304	0.6215569981
1305	0.6215133538
1306	0.6214584713
1307	0.6213972979
1308	0.6212791539
1309	0.621223826
1310	0.6211216417
1311	0.6210460886
1312	0.6208938968
1313	0.6207891664
1314	0.6206949593
1315	0.6206605149
1316	0.6206524882
1317	0.6206129108
1318	0.6204778186
1319	0.6204371617
1320	0.6203143794
1321	0.6202354333
1322	0.6202008292
1323	0.6201189639
1324	0.6200915396
1325	0.6200145054
1326	0.6199479299
1327	0.6198929667
1328	0.6198175838
1329	0.6196832018
1330	0.6196012836
1331	0.6195271392
1332	0.6194629056
1333	0.6194375482
1334	0.6193123798
1335	0.6192050581
1336	0.6191565015
1337	0.6191044396
1338	0.6190221326
1339	0.6189843107
1340	0.6188838746
1341	0.6188134175
1342	0.6187577429
1343	0.6187256678
1344	0.6186629647
1345	0.6186061372
1346	0.6185261592
1347	0.6184146435
1348	0.6182991561
1349	0.6182369058
1350	0.6181658115
1351	0.6180551928
1352	0.6179596276
1353	0.617886226
1354	0.6178378047
1355	0.6177989518
1356	0.6177558733
1357	0.6177463925
1358	0.6176248065
1359	0.6174944904
1360	0.6174271539
1361	0.6173938515
1362	0.617388915
1363	0.6172795495
1364	0.6172240847
1365	0.6171152781
1366	0.6170699324
1367	0.6170408156
1368	0.6169419195
1369	0.6169126118
1370	0.6168841053
1371	0.6168586491
1372	0.6167796682
1373	0.6167261284
1374	0.6166687594
1375	0.6166054916
1376	0.6165177228
1377	0.6164688944
1378	0.616429391
1379	0.6163923477
1380	0.6163225527
1381	0.6162726411
1382	0.6162346091
1383	0.6161756703
1384	0.6160739979
1385	0.6160244385
1386	0.6159502431
1387	0.6158982543
1388	0.615857435
1389	0.6158373477
1390	0.6157562938
1391	0.6156397192
1392	0.6155744912
1393	0.6155159669
1394	0.6154138432
1395	0.61532716
1396	0.6152795889
1397	0.6152159266
1398	0.6151500556
1399	0.6151001679
1400	0.6150318389
1401	0.6149105577
1402	0.6148744356
1403	0.6147485765
1404	0.6146220387
1405	0.6145577357
1406	0.614465424
1407	0.6143927487
1408	0.6143666893
1409	0.6143000757
1410	0.614214172
1411	0.6141697208
1412	0.6140783279
1413	0.6139795074
1414	0.613880191
1415	0.6137712457
1416	0.6136966522
1417	0.6136858616
1418	0.6136632647
1419	0.6136262562
1420	0.6135831026
1421	0.6135289276
1422	0.6134772092
1423	0.6134314312
1424	0.6134224526
1425	0.6133561371
1426	0.6133119451
1427	0.6132723117
1428	0.6131816561
1429	0.613089682
1430	0.6130045928
1431	0.6129591989
1432	0.6128961205
1433	0.6128578848
1434	0.6127383588
1435	0.6126383904
1436	0.6125617933
1437	0.6125044692
1438	0.6124668907
1439	0.6123377394
1440	0.6122697598
1441	0.6122149639
1442	0.6121818506
1443	0.6121174378
1444	0.6120252202
1445	0.611933051
1446	0.6118584294
1447	0.6118123313
1448	0.6117885677
1449	0.6117197293
1450	0.6115730689
1451	0.6115682803
1452	0.6115119311
1453	0.6114256985
1454	0.6113703486
1455	0.6113321794
1456	0.6112838329
1457	0.6112069558
1458	0.6111456115
1459	0.6111328087
1460	0.611067868
1461	0.6110042164
1462	0.6109625215
1463	0.6109338762
1464	0.6109081963
1465	0.6108735454
1466	0.6108084649
1467	0.6107442193
1468	0.6106291206
1469	0.6105919405
1470	0.6105022683
1471	0.6104051986
1472	0.6103444169
1473	0.6103192318
1474	0.6102440585
1475	0.6101757089
1476	0.6101367468
1477	0.6101047317
1478	0.6100636804
1479	0.6099617473
1480	0.6098068687
1481	0.6097718586
1482	0.6097478144
1483	0.6096574588
1484	0.6095937499
1485	0.609521187
1486	0.6094724163
1487	0.609343217
1488	0.6092585294
1489	0.6091988575
1490	0.6091405774
1491	0.6091057288
1492	0.6090575705
1493	0.6089843416
1494	0.6089678784
1495	0.6089352775
1496	0.6089217994
1497	0.608835334
1498	0.6088030104
1499	0.6087932443
1500	0.6087435114
1501	0.6087032307
1502	0.6086214008
1503	0.6085891529
1504	0.6085368431
1505	0.6084699391
1506	0.608416909
1507	0.6083754978
1508	0.608335581
1509	0.6083030999
1510	0.6082471688
1511	0.6081989208
1512	0.6081564832
1513	0.6081168798
